chicken,beef,packaged fruit/vegetables,dessert,whipped/sour cream,soft cheese,frozen meals,rolls/buns,white bread,pasta,shopping bags,,,,,,,,,,,,,,,,,,
sweet spreads,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,condensed milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,root vegetables,other vegetables,ice cream,domestic eggs,rolls/buns,white bread,canned beer,long life bakery product,cling film/bags,,,,,,,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen fish,frozen dessert,pastry,canned beer,long life bakery product,waffles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
white bread,flour,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,pickled vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,whipped/sour cream,sliced cheese,coffee,soda,fruit/vegetable juice,hair spray,soap,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,soft cheese,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,condensed milk,rolls/buns,bottled beer,waffles,,,,,,,,,,,,,,,,,,,,,,
oil,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,rolls/buns,honey,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,pasta,canned beer,male cosmetics,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sliced cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
beef,onions,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,butter,curd,pastry,chocolate,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,other vegetables,curd,yogurt,beverages,margarine,candles,flower (seeds),,,,,,,,,,,,,,,,,,,,
sausage,chicken,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen meals,rolls/buns,cereals,coffee,nut snack,cake bar,cleaner,skin care,female sanitary products,house keeping products,,,,,,,,,,,,,
curd,yogurt,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,curd,margarine,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,curd,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter,yogurt,frozen vegetables,rolls/buns,baking powder,instant coffee,napkins,dishes,newspapers,,,,,,,,,,,,,,,,,,
beef,soft cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,butter,cream cheese ,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,pastry,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,domestic eggs,roll products ,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,butter milk,yogurt,baking powder,bottled water,,,,,,,,,,,,,,,,,,,,,,
beef,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,condensed milk,sugar,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,finished products,organic sausage,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,seasonal products,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,rolls/buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,rolls/buns,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,root vegetables,rolls/buns,roll products ,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,chicken,citrus fruit,root vegetables,onions,other vegetables,butter,processed cheese,spread cheese,salad dressing,frozen vegetables,frozen fish,rolls/buns,flour,artif. sweetener,soda,candy,cleaner,,,,,,,,,,
yogurt,cream cheese ,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,chocolate,newspapers,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,coffee,cling film/bags,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,yogurt,salt,canned vegetables,soda,cling film/bags,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,hard cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,butter,margarine,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,soups,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,herbs,curd,oil,soda,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,curd,brown bread,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,white wine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,UHT-milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,
pip fruit,grapes,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,whole milk,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,
ham,hamburger meat,whole milk,processed cheese,rolls/buns,pastry,Instant food products,fruit/vegetable juice,salty snack,chocolate marshmallow,,,,,,,,,,,,,,,,,,,
butter,sliced cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,whole milk,curd,yogurt,bottled beer,dishes,,,,,,,,,,,,,,,,,,,,,,
pork,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,condensed milk,frozen vegetables,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,bottled water,fruit/vegetable juice,bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
chicken,rolls/buns,margarine,coffee,bottled water,red/blush wine,long life bakery product,candy,newspapers,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soap,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,whole milk,curd,yogurt,hard cheese,cream cheese ,domestic eggs,sweet spreads,dog food,napkins,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,hard cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,cream cheese ,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,beverages,salt,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,grapes,whole milk,rolls/buns,white wine,dishes,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,frozen meals,frozen fish,bottled water,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,other vegetables,yogurt,whipped/sour cream,UHT-milk,sugar,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,berries,other vegetables,whole milk,curd,mayonnaise,rolls/buns,flour,margarine,sugar,cake bar,chocolate,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pastry,soda,salty snack,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwieback,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
pork,canned beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,
canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,berries,other vegetables,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,other vegetables,beverages,cookware,,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,rolls/buns,sugar,candy,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,oil,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,female sanitary products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,frozen vegetables,frozen meals,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,
soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned fish,canned beer,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,beverages,sliced cheese,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,white wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,pip fruit,grapes,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,berries,processed cheese,frozen meals,frozen potato products,rolls/buns,ready soups,bottled water,soda,fruit/vegetable juice,red/blush wine,long life bakery product,specialty bar,,,,,,,,,,,,,,,
butter milk,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,rolls/buns,pasta,candy,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,butter,domestic eggs,bottled water,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,frozen meals,waffles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,UHT-milk,condensed milk,white bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
chicken,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,yogurt,whipped/sour cream,UHT-milk,salt,coffee,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,domestic eggs,sweet spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,Instant food products,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,turkey,pip fruit,curd,yogurt,frozen vegetables,white bread,canned vegetables,sweet spreads,soda,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,
frankfurter,sausage,tropical fruit,other vegetables,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,chocolate,dish cleaner,shopping bags,,,,,,,,,,,,,,,,,,
herbs,other vegetables,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,soda,candy,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,spread cheese,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,whole milk,rolls/buns,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,
grapes,berries,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,other vegetables,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,yogurt,brown bread,canned fish,canned beer,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,domestic eggs,rolls/buns,canned fish,coffee,canned beer,white wine,male cosmetics,napkins,shopping bags,,,,,,,,,,,,,,,,,,,
pork,root vegetables,other vegetables,beverages,rolls/buns,pastry,sauces,bottled water,soda,red/blush wine,sparkling wine,chocolate,specialty chocolate,candy,napkins,newspapers,,,,,,,,,,,,,
grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,
instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,cat food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pickled vegetables,meat spreads,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,white wine,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,zwieback,fruit/vegetable juice,salty snack,long life bakery product,specialty chocolate,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,sliced cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,yogurt,whipped/sour cream,frozen vegetables,soups,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,other vegetables,zwieback,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,butter,yogurt,soft cheese,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,
curd,dessert,soda,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,other vegetables,whole milk,yogurt,frozen vegetables,bottled water,fruit/vegetable juice,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,vinegar,baking powder,instant coffee,bottled water,napkins,dishes,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,whole milk,butter,oil,soups,bottled beer,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,brown bread,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,
beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter milk,sliced cheese,bottled water,cleaner,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,root vegetables,onions,meat spreads,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,canned fish,specialty chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,
sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda,,,,,,,,,,,,,,,,,,,
tropical fruit,soda,rum,,,,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,citrus fruit,pip fruit,brown bread,pickled vegetables,coffee,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,
rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,pip fruit,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,
white bread,coffee,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,berries,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,cooking chocolate,,,,,,,,,,,,,,,,,,,,,
berries,UHT-milk,semi-finished bread,cat food,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,butter milk,beverages,domestic eggs,rolls/buns,salt,coffee,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,
frankfurter,curd,yogurt,hard cheese,brown bread,canned beer,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,
whole milk,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,brown bread,pastry,white wine,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
dessert,UHT-milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,soap,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,specialty chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,
curd cheese,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,processed cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,
male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,specialty cheese,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,margarine,napkins,,,,,,,,,,,,,,,,,,,,
roll products ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,tropical fruit,grapes,other vegetables,whole milk,frozen dessert,domestic eggs,soda,chocolate,,,,,,,,,,,,,,,,,,
beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whipped/sour cream,UHT-milk,salt,pasta,oil,salty snack,candy,,,,,,,,,,,,,,,,,,,,,
sausage,butter,butter milk,ice cream,coffee,salty snack,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,specialty chocolate,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,
salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,beef,frozen meals,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pastry,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,misc. beverages,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,yogurt,cream cheese ,processed cheese,brown bread,ketchup,salty snack,waffles,candy,,,,,,,,,,,,,,,,,,,
margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
